Entry	Entry name	Status	Protein names	Gene names	Organism	Length
B6DCW1	TX701_LYCSI	reviewed	U7-lycotoxin-Ls1a (Toxin-like structure LSTX-G1)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	78
B6DCW2	TX702_LYCSI	reviewed	U7-lycotoxin-Ls1a (Toxin-like structure LSTX-G2)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	78
B6DCX0	TX710_LYCSI	reviewed	U7-lycotoxin-Ls1b (Toxin-like structure LSTX-G10)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	76
B6DCX1	TX711_LYCSI	reviewed	U7-lycotoxin-Ls1c (Toxin-like structure LSTX-G11)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	76
P0CF05	TX77_DINAS	reviewed	Dinoponeratoxin Da-3177		Dinoponera australis (Giant neotropical hunting ant)	28
B6DCX2	TX801_LYCSI	reviewed	U8-lycotoxin-Ls1a (Toxin-like structure LSTX-H1) (Toxin-like structure LSTX-H2)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCX4	TX803_LYCSI	reviewed	U8-lycotoxin-Ls1r (Toxin-like structure LSTX-H3)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCX5	TX804_LYCSI	reviewed	U8-lycotoxin-Ls1u (Toxin-like structure LSTX-H4)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCX6	TX805_LYCSI	reviewed	U8-lycotoxin-Ls1v (Toxin-like structure LSTX-H5)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCX7	TX806_LYCSI	reviewed	U8-lycotoxin-Ls1t (Toxin-like structure LSTX-H6)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCX8	TX807_LYCSI	reviewed	U8-lycotoxin-Ls1t (Toxin-like structure LSTX-H7)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ1	TX820_LYCSI	reviewed	U8-lycotoxin-Ls1k (Toxin-like structure LSTX-H20)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ2	TX821_LYCSI	reviewed	U8-lycotoxin-Ls1l (Toxin-like structure LSTX-H21)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ3	TX822_LYCSI	reviewed	U8-lycotoxin-Ls1m (Toxin-like structure LSTX-H22)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ4	TX823_LYCSI	reviewed	U8-lycotoxin-Ls1m (Toxin-like structure LSTX-H23)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ5	TX824_LYCSI	reviewed	U8-lycotoxin-Ls1n (Toxin-like structure LSTX-H24)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ6	TX825_LYCSI	reviewed	U8-lycotoxin-Ls1o (Toxin-like structure LSTX-H25)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DCZ7	TX826_LYCSI	reviewed	U8-lycotoxin-Ls1p (Toxin-like structure LSTX-H26)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD00	TX829_LYCSI	reviewed	U8-lycotoxin-Ls1m (Toxin-like structure LSTX-H29)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
P81792	TX90B_PHONI	reviewed	Omega-ctenitoxin-Pn4a (Omega-CNTX-Pn4a) (Neurotoxin Tx3-6) (PnTx3-6) (Ph-alpha-1-beta toxin)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	90
P0C2S8	TX90D_PHONI	reviewed	U12-ctenitoxin-Pn1a (U12-CNTX-Pn1a) (Neurotoxin Pn3-6B)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	100
P84011	TX90E_PHONI	reviewed	U11-ctenitoxin-Pn1b (U11-CNTX-Pn1b) (Venom protein PNTx22C3)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	58
B6DD03	TXA01_LYCSI	reviewed	U10-lycotoxin-Ls1c (Toxin-like structure LSTX-J1)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD04	TXA02_LYCSI	reviewed	U10-lycotoxin-Ls1a (Toxin-like structure LSTX-J2)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
V9QF69	TXA1_LATGE	reviewed	Alpha-latrotoxin associated low molecular weight protein (Alpha-latrotoxin-associated LMWP) (Latrodectin-1) (Latrodectin)		Latrodectus geometricus (Brown widow spider)	90
V9QFH5	TXA1_LATHE	reviewed	Alpha-latrotoxin associated low molecular weight protein (Alpha-latrotoxin-associated LMWP) (Latrodectin-1) (Latrodectin)		Latrodectus hesperus (Western black widow spider)	88
Q4LCS8	TXA25_ANDAU	reviewed	Beta-insect toxin AaBTxL1 (Neurotoxin AaBTX-L1) (Peptide AaF1CA25)		Androctonus australis (Sahara scorpion)	82
Q4LCS7	TXA26_ANDAU	reviewed	Toxin-like peptide AaF1CA26	aaF1CA26	Androctonus australis (Sahara scorpion)	80
Q4U4N3	TXA2_LATTR	reviewed	Alpha-latrotoxin-associated low molecular weight protein-2 (Alpha-latrotoxin-associated LMWP2) (Latrodectin-2)		Latrodectus tredecimguttatus (Mediterranean black widow spider) (Latrodectus mactans tredecimguttatus)	88
Q4LCT1	TXA7_ANDAU	reviewed	Toxin-like peptide AaF1CA7		Androctonus australis (Sahara scorpion)	75
Q4LCT0	TXA8_ANDAU	reviewed	Beta-toxin KAaH1 (Peptide AaF1CA8)		Androctonus australis (Sahara scorpion)	80
Q8T3S6	TXAA2_ARAVE	reviewed	U2-aranetoxin-Av1a (U2-AATX-Av1a) (Toxin 2) (AvTox-2)		Araneus ventricosus (Orbweaver spider) (Epeira ventricosa)	64
V9QFG9	TXAC_STEGR	reviewed	Alpha-latrotoxin associated low molecular weight protein SGV150-311 (Alpha-latrotoxin-associated LMWP SGV150-311) (Latrodectin)		Steatoda grossa (False black widow)	91
V9QER4	TXAD_STEGR	reviewed	Alpha-latrotoxin associated low molecular weight protein SGV242-280 (Alpha-latrotoxin-associated LMWP SGV242-280) (Latrodectin)		Steatoda grossa (False black widow)	89
Q5Y4U2	TXAG1_AGEOR	reviewed	U10-agatoxin-Ao1a (U10-AGTX-Ao1a) (AgorTX_B7b)		Agelena orientalis (Funnel-web spider)	114
Q5Y4U5	TXAG4_AGEOR	reviewed	U4-agatoxin-Ao1a (U4-AGTX-Ao1a) (Mu-2Aaga_15)		Agelena orientalis (Funnel-web spider)	68
Q5Y4W1	TXAG5_AGEOR	reviewed	U5-agatoxin-Ao1a (U5-AGTX-Ao1a) (AgorTX_A3)		Agelena orientalis (Funnel-web spider)	69
B3A0P0	TXAN1_ACANA	reviewed	Mu-theraphotoxin-An1a (Mu-TRTX-An1a)		Acanthoscurria natalensis (Tarantula spider)	47
P0C2A2	TXBA_ANDCR	reviewed	Toxin b subunit alpha (Fragment)		Androctonus crassicauda (Arabian fat-tailed scorpion)	26
P0C2A3	TXBB_ANDCR	reviewed	Toxin b subunit beta (Fragment)		Androctonus crassicauda (Arabian fat-tailed scorpion)	20
B6DD07	TXBJ5_LYCSI	reviewed	U11-lycotoxin-Ls1b (Toxin-like structure LSTX-J5)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD08	TXBJ6_LYCSI	reviewed	U11-lycotoxin-Ls1b (Toxin-like structure LSTX-J6)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD09	TXBJ7_LYCSI	reviewed	U11-lycotoxin-Ls1c (Toxin-like structure LSTX-J7)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD11	TXBJ9_LYCSI	reviewed	U11-lycotoxin-Ls1a (Toxin-like structure LSTX-J9)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B6DD12	TXBJA_LYCSI	reviewed	U11-lycotoxin-Ls1a (Toxin-like structure LSTX-J10)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77
B3FIV1	TXBS1_BRASM	reviewed	Omega-theraphotoxin-Bs2a (Omega-TRTX-Bs2a) (Brachypelma smithi toxin 1) (Bs1)		Brachypelma smithi (Mexican red knee tarantula) (Eurypelma smithi)	99
B6DD13	TXC01_LYCSI	reviewed	U12-lycotoxin-Ls1a (Toxin-like structure LSTX-K1)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	93
B6DD15	TXC03_LYCSI	reviewed	U12-lycotoxin-Ls1c (Toxin-like structure LSTX-K3)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	93
B6DD16	TXC04_LYCSI	reviewed	U12-lycotoxin-Ls1d (Toxin-like structure LSTX-K4)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	93
B3EWT1	TXC11_CUPSA	reviewed	Toxin CSTX-11		Cupiennius salei (American wandering spider)	69
B3EWS6	TXC12_CUPSA	reviewed	Toxin CSTX-12 [Cleaved into: CSTX-12 A chain; CSTX-12 B chain] (Fragments)		Cupiennius salei (American wandering spider)	63
B3EWS7	TXC14_CUPSA	reviewed	Toxin CSTX-14 [Cleaved into: CSTX-14 A chain; CSTX-14 B chain] (Fragments)		Cupiennius salei (American wandering spider)	48
B3EWS8	TXC15_CUPSA	reviewed	Toxin CSTX-15 [Cleaved into: CSTX-15 A chain; CSTX-15 B chain] (Fragments)		Cupiennius salei (American wandering spider)	48
B3EWS9	TXC16_CUPSA	reviewed	Toxin CSTX-16 [Cleaved into: CSTX-16 A chain; CSTX-16 B chain] (Fragments)		Cupiennius salei (American wandering spider)	38
B3EWT7	TXC2B_CUPSA	reviewed	Cupiennin-2b (Cu-2b)		Cupiennius salei (American wandering spider)	35
B3EWT8	TXC2C_CUPSA	reviewed	Cupiennin-2c (Cu-2c)		Cupiennius salei (American wandering spider)	35
B3EWT9	TXC2D_CUPSA	reviewed	Cupiennin-2d (Cu-2d)		Cupiennius salei (American wandering spider)	35
B3EWV4	TXC3D_CUPSA	reviewed	Cupiennin-3d (Cu-3d) (Short cationic peptide-3d) (SCP-3d)		Cupiennius salei (American wandering spider)	27
B3EWV6	TXC4A_CUPSA	reviewed	Cupiennin-4a (Cu-4a) (Short cationic peptide-4a) (SCP-4a)		Cupiennius salei (American wandering spider)	27
B3EWV7	TXC4B_CUPSA	reviewed	Cupiennin-4b (Cu-4b) (Short cationic peptide-4b) (SCP-4b)		Cupiennius salei (American wandering spider)	27
B3EWU9	TXC5A_CUPSA	reviewed	Cupiennin-5a (Cu-5a) (Short cationic peptide-7a) (SCP-7a)		Cupiennius salei (American wandering spider)	24
P84015	TXC5_PHONI	reviewed	U23-ctenitoxin-Pn1a (U23-CNTX-Pn1a) (Venom protein PN10C5)		Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer)	33
B3EWW5	TXC6A_CUPSA	reviewed	Cupiennin-6a (Cu-6a) (Short cationic peptide-6a) (SCP-6a)		Cupiennius salei (American wandering spider)	21
B3EWW6	TXC6B_CUPSA	reviewed	Cupiennin-6b (Cu-6b) (Short cationic peptide-6b) (SCP-6b)		Cupiennius salei (American wandering spider)	21
B3EWW7	TXC6C_CUPSA	reviewed	Cupiennin-6c (Cu-6c) (Short cationic peptide-6c) (SCP-6c)		Cupiennius salei (American wandering spider)	21
B3EWW8	TXC6D_CUPSA	reviewed	Cupiennin-6d (Cu-6d) (Short cationic peptide-6d) (SCP-6d)		Cupiennius salei (American wandering spider)	21
B3EWW9	TXC6E_CUPSA	reviewed	Cupiennin-6e (Cu-6e) (Short cationic peptide-6e) (SCP-6e)		Cupiennius salei (American wandering spider)	21
B3EWX1	TXC6F_CUPSA	reviewed	Cupiennin-6f (Cu-6f) (Short cationic peptide-6g) (SCP-6g)		Cupiennius salei (American wandering spider)	20
B3EWW3	TXC7A_CUPSA	reviewed	Cupiennin-7a (Cu-7a) (Short cationic peptide-5a) (SCP-5a)		Cupiennius salei (American wandering spider)	17
B3EWW4	TXC7B_CUPSA	reviewed	Cupiennin-7b (Cu-7b) (Short cationic peptide-5b) (SCP-5b)		Cupiennius salei (American wandering spider)	17
B3EWS5	TXC8_CUPSA	reviewed	Toxin CSTX-8 [Cleaved into: CSTX-8 A chain; CSTX-8 B chain] (Fragments)		Cupiennius salei (American wandering spider)	63
P58604	TXC9_CUPSA	reviewed	U1-ctenitoxin-Cs1a (U1-CNTX-Cs1a) (Toxin CSTX-9) [Cleaved into: Toxin CSTX-7]		Cupiennius salei (American wandering spider)	68
Q8MTX1	TXCA_CAEEX	reviewed	U3-aranetoxin-Ce1a (U3-AATX-Ce1a) (Neurotoxic peptide caeron)		Caerostris extrusa (Bark spider) (Caerostris bankana)	102
B6DD19	TXD01_LYCSI	reviewed	U13-lycotoxin-Ls1a (Toxin-like structure LSTX-L1)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD20	TXD02_LYCSI	reviewed	U13-lycotoxin-Ls1c (Toxin-like structure LSTX-L2)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD21	TXD03_LYCSI	reviewed	U13-lycotoxin-Ls1a (Toxin-like structure LSTX-L3)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD22	TXD04_LYCSI	reviewed	U13-lycotoxin-Ls1a (Toxin-like structure LSTX-L4)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD23	TXD05_LYCSI	reviewed	U13-lycotoxin-Ls1d (Toxin-like structure LSTX-L5)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD24	TXD06_LYCSI	reviewed	U13-lycotoxin-Ls1e (Toxin-like structure LSTX-L6)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD25	TXD07_LYCSI	reviewed	U13-lycotoxin-Ls1f (Toxin-like structure LSTX-L7)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
B6DD26	TXD08_LYCSI	reviewed	U13-lycotoxin-Ls1f (Toxin-like structure LSTX-L8)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120
P0DPC2	TXDF1_DAFVA	reviewed	Mu-theraphotoxin-Df1a (Mu-TRTX-Df1a)		Davus fasciatus (Costa Rican tiger rump) (Cyclosternum fasciatus)	34
P83258	TXDP3_PIRLC	reviewed	Delta-amaurobitoxin-Pl1c (Delta-AMATX-Pl1c) (Delta-palutoxin IT3) (Delta-paluIT3)		Pireneitega luctuosa (Tangled nest spider) (Paracoelotes luctuosus)	36
B6DD34	TXE01_LYCSI	reviewed	U14-lycotoxin-Ls1a (Toxin-like structure LSTX-N1)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	87
B6DD36	TXE03_LYCSI	reviewed	U14-lycotoxin-Ls1b (Toxin-like structure LSTX-N3)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	87
B6DD39	TXE06_LYCSI	reviewed	U14-lycotoxin-Ls1c (Toxin-like structure LSTX-N6)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	87
B6DD41	TXF08_LYCSI	reviewed	U15-lycotoxin-Ls1d (Toxin-like structure LSTX-N8)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	86
B6DD42	TXF09_LYCSI	reviewed	U15-lycotoxin-Ls1d (Toxin-like structure LSTX-N9)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	86
B6DD44	TXF11_LYCSI	reviewed	U15-lycotoxin-Ls1b (Toxin-like structure LSTX-N11)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	86
B6DD49	TXF16_LYCSI	reviewed	U15-lycotoxin-Ls1d (Toxin-like structure LSTX-N16)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	86
P85033	TXF28_CTEON	reviewed	U4-ctenitoxin-Co1a (U4-CNTX-Co1a) (Neurotoxin Oc M27-11) (Neurotoxin Oct F28-8) (Fragment)		Ctenus ornatus (Brazilian spider) (Oligoctenus ornatus)	44
P85271	TXF91_CTEON	reviewed	U4-ctenitoxin-Co1b (U4-CNTX-Co1b) (Neurotoxin Oc F29-9-1) (Fragment)		Ctenus ornatus (Brazilian spider) (Oligoctenus ornatus)	24
P68424	TXH10_CYRSC	reviewed	Omega-theraphotoxin-Hs1a (Omega-TRTX-Hs1a) (Huwentoxin-10) (Huwentoxin-X) (HwTx-X)		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	68
P61103	TXH3_CYRSC	reviewed	Mu-theraphotoxin-Hs1a (Mu-TRTX-Hs1a) (Huwentoxin-3) (Huwentoxin-III) (HwTx-III) [Cleaved into: U2-theraphotoxin-Hs1b (U2-TRTX-Hs1b) (HWTX-IIIa) (Mutant of huwentoxin-3) (Mutant of huwentoxin-III) (mHWTX-III)]		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	87
P61104	TXH5_CYRSC	reviewed	Omega-theraphotoxin-Hs2a (Omega-TRTX-Hs2a) (Huwentoxin-5) (Huwentoxin-V) (HwTx-V) [Cleaved into: Omega-theraphotoxin-Hs2b (Omega-TRTX-Hs2b) (Mutant of huwentoxin-5) (Mutant of huwentoxin-V) (mHWTX-V)]		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	86
P68423	TXH9_CYRSC	reviewed	U4-theraphotoxin-Hs1a (U4-TRTX-Hs1a) (Huwentoxin-9) (Huwentoxin-IX) (HwTx-IX)		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	34
P56852	TXHN1_GRARO	reviewed	Kappa-theraphotoxin-Gr1a (Kappa-TRTX-Gr1a) (Hanatoxin-1) (HaTx1)		Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata)	35
P56853	TXHN2_GRARO	reviewed	Kappa-theraphotoxin-Gr1b (Kappa-TRTX-Gr1b) (Hanatoxin-2) (HaTx2)		Grammostola rosea (Chilean rose tarantula) (Grammostola spatulata)	35
P58425	TXHP1_HETVE	reviewed	Kappa-sparatoxin-Hv1a (Kappa-SPRTX-Hv1a) (Heteropodatoxin-1) (HpTX1) (Toxin AU3/KJ5)		Heteropoda venatoria (Brown huntsman spider) (Aranea venatoria)	33
O46168	TXI3_ERAAG	reviewed	U1-agatoxin-Ta1c (U1-AGTX-Ta1c) (Insecticidal toxin 3) (TaITX-3)		Eratigena agrestis (Hobo spider) (Tegenaria agrestis)	68
P49126	TXI92_DIGCA	reviewed	Mu-diguetoxin-Dc1a (Mu-DGTX-Dc1a) (Insecticidal toxin DTX9.2)		Diguetia canities (Desert bush spider) (Segestria canities)	94
I6R1R9	TXK1B_SCOMU	reviewed	Kappa-scoloptoxin-Ssm1b (Kappa-SLPTX-Ssm1b)		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	73
I6RA66	TXK2A_SCOMU	reviewed	Kappa-scoloptoxin-Ssm2a (Kappa-SLPTX-Ssm2a)		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	74
I6S394	TXK2D_SCOMU	reviewed	Kappa-scoloptoxin-Ssm2d (Kappa-SLPTX-Ssm2d)		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	74
I6RA71	TXK2E_SCOMU	reviewed	Kappa-scoloptoxin-Ssm2e (Kappa-SLPTX-Ssm2e)		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	74
C0HJM7	TXL1_PHOPT	reviewed	Toxin Tx1 (PpTx1) (Fragment)		Phoneutria pertyi (Brazilian wandering spider)	10
B3FIS4	TXLA5_CYRSC	reviewed	U5-theraphotoxin-Hs1a 5 (U5-TRTX-Hs1a) (Lectin SHL-Ia5)		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	83
B3FIS5	TXLA6_CYRSC	reviewed	U5-theraphotoxin-Hs1a 6 (U5-TRTX-Hs1a) (Lectin SHL-Ia6)		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	83
B3FIS7	TXLB2_CYRSC	reviewed	U5-theraphotoxin-Hs1b 2 (U5-TRTX-Hs1b) (Lectin SHL-Ib2)		Cyriopagopus schmidti (Chinese bird spider) (Haplopelma schmidti)	83
P0CH71	TXLF3_CYRHA	reviewed	U2-theraphotoxin-Hhn1a (U2-TRTX-Hhn1a) (Hainantoxin F3-25.85) (Peptide F3-25.85)		Cyriopagopus hainanus (Chinese bird spider) (Haplopelma hainanum)	31
Q5Q114	TXLT2_LASSB	reviewed	U1-theraphotoxin-Lsp1b (U1-TRTX-Lsp1b) (LTx2)		Lasiodora sp. (strain IBSP 8539) (Brazilian salmon pink birdeater) (Brazilian salmon pink tarantula)	99
Q5Q113	TXLT3_LASSB	reviewed	U1-theraphotoxin-Lsp1c (U1-TRTX-Lsp1c) (LTx3)		Lasiodora sp. (strain IBSP 8539) (Brazilian salmon pink birdeater) (Brazilian salmon pink tarantula)	99
A3F7X1	TXLT4_LASSB	reviewed	U2-theraphotoxin-Lsp1a (U2-TRTX-Lsp1a) (LTx4)		Lasiodora sp. (strain IBSP 8539) (Brazilian salmon pink birdeater) (Brazilian salmon pink tarantula)	99
P83560	TXMG4_MACGS	reviewed	Delta-hexatoxin-Mg1a (Delta-HXTX-Mg1a) (Neurotoxin magi-4)		Macrothele gigas (Japanese funnel web spider)	105
I6RU51	TXP3_SCOMU	reviewed	Putative neurotoxin 3 (Putative neurotoxin 4)		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	77
P49269	TXP4_APOSC	reviewed	U1-cyrtautoxin-As1b (U1-CUTX-As1b) (Aptotoxin IV) (Aptotoxin-4) (Paralytic peptide IV) (PP IV)		Apomastus schlingeri (Trap-door spider) (Aptostichus schlingeri)	76
P36989	TXP9_PLETR	reviewed	U2-plectoxin-Pt1a (U2-PLTX-Pt1a) (Plectoxin IX) (PLT-IX) (PLTIX) (Plectoxin-9)		Plectreurys tristis (Spider) (Plectreurys bispinosus)	46
P0DMD3	TXP9_SCOMU	reviewed	Putative neurotoxin 9		Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	105
L0G8Z2	TXUA_UROYA	reviewed	Toxin-like protein 10		Urodacus yaschenkoi (Inland robust scorpion)	78
L0GCW8	TXUE_UROYA	reviewed	Toxin-like protein 14		Urodacus yaschenkoi (Inland robust scorpion)	104
Q330K6	TXVE2_PROMU	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (PM-VEGF) (TM-VEGF) (VEGF-F)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	143
Q6J936	TXVE_BOTER	reviewed	Snake venom vascular endothelial growth factor toxin (svVEGF) (VEGF-F)		Bothrops erythromelas (Caatinga lance head)	146
P67861	TXVE_DABRR	reviewed	Snake venom vascular endothelial growth factor toxin VR-1 (svVEGF) (VEGF-F)		Daboia russelii (Russel's viper) (Vipera russelii)	144
B0VXV4	TXVE_SISCA	reviewed	Snake venom vascular endothelial growth factor toxin 2 (svVEGF) (VEGF-F)		Sistrurus catenatus edwardsii (Desert massasauga) (Crotalophorus edwardsii)	149
P83942	TXVE_VIPAP	reviewed	Snake venom vascular endothelial growth factor toxin HF (svVEGF) (Heparin-binding dimeric hypotensive factor) (VEGF-F)		Vipera aspis aspis (Aspic viper)	110
P82601	TXVL2_CORVA	reviewed	U1-theraphotoxin-Cv1a (U1-TRTX-Cv1a) (Covalitoxin-2) (Covalitoxin-II) (CvTx-II)		Coremiocnemis valida (Singapore tarantula) (Blue femur tarantula)	31
B6DD59	TXX01_LYCSI	reviewed	Toxin-like structure LSTX-R1		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	115
B6DCU0	TXZ01_LYCSI	reviewed	Toxin-like structure LSTX-D1		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	115
B6DCU7	TXZ08_LYCSI	reviewed	Toxin-like structure LSTX-D8		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	106
B6DCU9	TXZ10_LYCSI	reviewed	Toxin-like structure LSTX-D10		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	112
B6DCU8	TXZD9_LYCSI	reviewed	Toxin-like structure LSTX-D9		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	106
P0C8C9	STX8A_SCOAN	reviewed	Scolopendra 7913.19 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	17
P0C8D1	STX8A_SCOVN	reviewed	Scolopendra 7997.01 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	21
P0C8D0	STX8B_SCOAN	reviewed	Scolopendra 8013.07 Da toxin (Fragment)		Scolopendra angulata (Barbados giant red centipede)	10
A0ZSK3	STXA_SYNVE	reviewed	Neoverrucotoxin subunit alpha (NeoVTX subunit alpha)		Synanceia verrucosa (Reef stonefish)	703
P0C8C6	STX5_SCOVN	reviewed	Scolopendra 5924.74 Da toxin (Fragment)		Scolopendra viridicornis nigra (Brazilian giant centipede)	18
D5KXH1	TUE1_GEMSP	reviewed	Turripeptide XIV-01		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	56
D5KXG6	TUEI_GEMSP	reviewed	Turripeptide XIV-18 (Turripeptide IX-18) (Fragment)		Gemmula speciosa (Splendid gem-turris) (Pleurotoma speciosa)	32
P0C1X3	TUXA_GEMPE	reviewed	Turripeptide GpIAa [Cleaved into: Turripeptide GpIAb] (Fragment)		Gemmula periscelida (Atlantic gem-turris) (Pleurotoma periscelida)	38
P0C1X4	TUXA_POLAB	reviewed	Turripeptide PaIAa [Cleaved into: Turripeptide PaIAb] (Fragment)		Polystira albida (White giant-turris) (Pleurotoma albida)	85
P0CF01	TX01_DINAS	reviewed	Dinoponeratoxin Da-2501 [Cleaved into: Dinoponeratoxin Da-1585]		Dinoponera australis (Giant neotropical hunting ant)	23
C0HJH7	TX04_DINQU	reviewed	Dinoponeratoxin Dq-3104		Dinoponera quadriceps (South American ant)	28
P0CF02	TX05_DINAS	reviewed	Dinoponeratoxin Da-3105		Dinoponera australis (Giant neotropical hunting ant)	28
B6DCJ0	TX101_LYCSI	reviewed	U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A1) (Toxin-like structure LSTX-A18) (Toxin-like structure LSTX-A3)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
B6DCJ1	TX102_LYCSI	reviewed	U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A2)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	106
B6DCJ3	TX104_LYCSI	reviewed	U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A4)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	106
B6DCK4	TX115_LYCSI	reviewed	U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A15)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
B6DCK8	TX119_LYCSI	reviewed	U1-lycotoxin-Ls1g (Toxin-like structure LSTX-A19)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
B6DCM1	TX132_LYCSI	reviewed	U1-lycotoxin-Ls1q (Toxin-like structure LSTX-A32)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
B6DCM5	TX136_LYCSI	reviewed	U1-lycotoxin-Ls1u (Toxin-like structure LSTX-A36)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
B6DCM8	TX139_LYCSI	reviewed	U1-lycotoxin-Ls1w (Toxin-like structure LSTX-A39)		Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107
